bitlen,p,g,a or b,A or B,shared key
128,5.5025958156585695,0.0004879779815673828,0.30986154270172117,0.00020003318786621094,0.0
192,5.5025958156585695,0.0004879779815673828,0.30986154270172117,0.00020003318786621094,0.0
256,5.5025958156585695,0.0004879779815673828,0.30986154270172117,0.00020003318786621094,0.0
